#FILE	NUM_FOUND	Col(BS512)_1	Col(IMGS31)_1	Col(IRGK)_1	Col(MG828)_1	Col(MGD2)_1	Col(Ye4449)_1	Col156_1	Col440II_1	Col440I_1	Col8282_1	ColE10_1	ColKP3_1	ColRNAI_1	ColpVC_1	FII(pBK30683)_1	IncA/C2_1	IncB/O/K/Z_1	IncB/O/K/Z_4	IncFIA(HI1)_1_HI1	IncFIA_1	IncFIB(AP001918)_1	IncFIB(K)_1_Kpn3	IncFIB(Mar)_1_pNDM-Mar	IncFIB(pB171)_1_pB171	IncFIB(pKPHS1)_1_pKPHS1	IncFIB(pQil)_1_pQil	IncFIC(FII)_1	IncFII(29)_1_pUTI89	IncFII(S)_1	IncFII(SARC14)_1_SARC14	IncFII(Yp)_1_Yersenia	IncFII(p14)_1_p14	IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5	IncFII(pCRY)_1_pCRY	IncFII(pCoo)_1_pCoo	IncFII(pHN7A8)_1_pHN7A8	IncFII(pKPX1)	IncFII(pMET)_1_pMET1	IncFII(pRSB107)_1_pRSB107	IncFII_1	IncFII_1_pKP91	IncHI1B_1_pNDM-MAR	IncHI2A_1	IncHI2_1	IncI1_1_Alpha	IncL/M(pMU407)_1_pMU407	IncL/M(pOXA-48)_1_pOXA-48	IncL/M_1	IncN_1	IncQ1_1	IncQ2_1	IncR_1	IncU_1	IncX1_1	IncX1_4	IncX3_1	IncX4_1	IncX4_2	IncY_1	RepA_1_pKPC-CAV1321	Rep_1_pKPC-2	p0111_1	repA_1_pKPC-2
abricate_RKPB296.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB297.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB298.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB300.fasta.tsv	3	.	.	.	.	.	.	.	.	96.49	.	.	.	98.46	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB301.fasta.tsv	5	.	.	.	.	.	.	.	.	96.49	.	.	.	98.46	.	.	.	.	.	.	.	.	100	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB302.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB303.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB304.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	96.09	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB305.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB307.fasta.tsv	2	.	.	.	.	.	.	.	.	99.12	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB309.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB310.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	96.09	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB311.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	84.91	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB312.fasta.tsv	4	.	.	.	.	.	.	.	.	100	.	.	.	90.77	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	96.09	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB313.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB314.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB315.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB316.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	95.28	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB317.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB318.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB319.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB320.fasta.tsv	4	.	.	.	.	.	.	.	.	.	.	.	.	91.54	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB321.fasta.tsv	3	.	.	.	.	.	.	.	.	.	.	.	.	100.00;97.69	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB322.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	97.69	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB323.fasta.tsv	3	.	.	.	.	.	.	.	.	.	.	.	.	97.69	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB324.fasta.tsv	6	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	100	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB325.fasta.tsv	3	.	.	.	.	.	.	.	.	100	.	.	.	99.23	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB326.fasta.tsv	3	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB327.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB401.fasta.tsv	4	.	.	.	.	.	.	.	.	.	.	.	.	100.00;98.46	.	.	.	.	.	.	.	.	100.00;100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	96.09	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB403.fasta.tsv	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	100	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	98.7	84.91	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB404.fasta.tsv	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB406.fasta.tsv	2	.	.	.	.	.	.	.	.	96.49	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB407.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.48	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	96.09	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB408.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB409.fasta.tsv	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	98.7	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB410.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB411.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB412.fasta.tsv	6	.	.	.	.	.	.	.	.	100	.	.	.	100	.	.	.	.	.	.	.	.	100	.	100	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB413.fasta.tsv	3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	84.91	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.
abricate_RKPB414.fasta.tsv	5	.	.	.	.	.	.	.	.	100	.	.	100	.	.	.	.	.	.	.	.	.	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB416.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	96.09	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB418.fasta.tsv	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB419.fasta.tsv	2	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB420.fasta.tsv	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	98.7	84.91	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB421.fasta.tsv	4	.	.	.	.	.	.	.	.	96.49	.	.	.	100	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	89.11	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB422.fasta.tsv	6	.	.	.	.	.	.	.	.	96.49	.	.	.	94.62;98.46	.	.	.	.	.	.	.	.	100	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	98.67	100	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB423.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.82	.	.	.	.	.	.	.	.	.	.
abricate_RKPB425.fasta.tsv	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB426.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB427.fasta.tsv	4	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB429.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB430.fasta.tsv	5	.	.	.	.	.	.	.	.	96.49	.	.	.	.	.	.	.	.	.	99.74	.	.	100	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB431.fasta.tsv	3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB432.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB434.fasta.tsv	3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	98.7	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB435.fasta.tsv	5	.	.	.	.	.	.	.	99.29	.	.	.	.	98.46	.	.	.	.	.	.	.	.	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB436.fasta.tsv	4	.	.	.	100	.	.	.	.	96.49	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB437.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB438.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.82	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB439.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB442.fasta.tsv	2	.	.	.	.	.	.	.	.	96.49	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB443.fasta.tsv	2	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB444.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB446.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB447.fasta.tsv	2	.	.	.	.	.	.	.	100	.	.	.	.	80.77	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB448.fasta.tsv	3	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	96.09;97.83	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB450.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB451.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB452.fasta.tsv	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB453.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.82	.	.	.	.	.	.	.	.	.	.
abricate_RKPB456.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB457.fasta.tsv	3	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB458.fasta.tsv	3	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB459.fasta.tsv	3	.	.	.	.	.	.	.	.	.	.	.	.	99.23	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	96.09	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB460.fasta.tsv	3	.	.	.	.	.	.	.	.	.	.	.	.	98.46	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB461.fasta.tsv	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	96.09	.	.	.	98.59	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB463.fasta.tsv	5	.	.	.	.	.	.	.	100	96.49	.	.	.	100	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB464.fasta.tsv	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB465.fasta.tsv	5	.	.	.	.	.	.	.	99.65	.	.	.	.	100	.	.	.	.	.	99.48	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	96.09	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB466.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB467.fasta.tsv	2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	96.09	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB468.fasta.tsv	5	.	.	.	.	.	.	.	.	100	.	.	100	.	.	.	.	.	.	.	.	.	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB510.fasta.tsv	2	.	.	.	.	.	.	.	.	100	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB511.fasta.tsv	5	.	.	.	.	.	.	.	.	100	.	.	.	98.46;98.46	.	.	.	.	.	.	.	.	.	.	.	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB512.fasta.tsv	3	.	.	.	.	.	.	.	.	.	.	.	.	100.00;100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB513.fasta.tsv	4	.	.	.	.	.	.	.	.	.	.	.	.	98.46;98.46	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB521.fasta.tsv	3	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
abricate_RKPB522.fasta.tsv	4	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	100	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
